journal_title,journal_url,is_predatory
Ciceroniana On Line,http://www.ojs.unito.it/index.php/col/index,0
ITB Journal of Information and Communication Technology,http://journals.itb.ac.id/index.php/jictra/index,0
Territorio Italia,http://www.territorioitalia.agenziaentrate.it,0
Russian Journal of Linguistics,http://journals.rudn.ru/linguistics,0
Journal of Studies in Social Sciences and Humanities,http://www.jssshonline.com,0
Journal of ICT Research and Applications,http://journals.itb.ac.id/index.php/jictra/index,0
Collabra: Psychology,http://www.collabra.org,0
Nanomanufacturing,https://www.mdpi.com/journal/nanomanufacturing,0
Businesses,https://www.mdpi.com/journal/businesses,0
Literature,https://www.mdpi.com/journal/literature,0
Uporedno pomorsko pravo,http://jadranski-zavod.hazu.hr/en/publications/comparative-maritime-law,0
Wine Business Journal,https://wbcrj.scholasticahq.com,0
Magazine of Civil Engineering,https://engstroy.spbstu.ru/en,0
Territorio Italia,http://www.territorioitalia.agenziaentrate.it,0
Issues and Trends in Learning Technologies,https://journals.librarypublishing.arizona.edu/itlt,0
Geodinamica Acta,https://www.tandfonline.com/journals/tgda,0
Материалы по археологии и истории античного и средневекового Причерноморья,https://maiask.ru,0
Forensic Sciences,https://www.mdpi.com/journal/forensicsci,0
Virtual Worlds,https://www.mdpi.com/journal/virtualworlds,0
Disabilities,https://www.mdpi.com/journal/disabilities,0
Hydrobiology,https://www.mdpi.com/journal/hydrobiology,0
Digital,https://www.mdpi.com/journal/digital,0
Applied Microbiology,https://www.mdpi.com/journal/applmicrobiol,0
FinTech,https://www.mdpi.com/journal/fintech,0
Poultry,https://www.mdpi.com/journal/poultry,0
Crops,https://www.mdpi.com/journal/crops,0
Seeds,https://www.mdpi.com/journal/seeds,0
Analytics,https://www.mdpi.com/journal/analytics,0
Journal of Vascular Diseases,https://www.mdpi.com/journal/jvd,0
Muscles,https://www.mdpi.com/journal/muscles,0
Commodities,https://www.mdpi.com/journal/commodities,0
Organoids,https://www.mdpi.com/journal/organoids,0
Astronomy,https://www.mdpi.com/journal/astronomy,0
Aquaculture Journal,https://www.mdpi.com/journal/aquacj,0
Software,https://www.mdpi.com/journal/software,0
Compounds,https://www.mdpi.com/journal/compounds,0
Parasitologia,https://www.mdpi.com/journal/parasitologia,0
Osteology,https://www.mdpi.com/journal/osteology,0
Humans,https://www.mdpi.com/journal/humans,0
Bacteria,https://www.mdpi.com/journal/bacteria,0
Micro,https://www.mdpi.com/journal/micro,0
BioMed,https://www.mdpi.com/journal/biomed,0
Dynamics,https://www.mdpi.com/journal/dynamics,0
Liquids,https://www.mdpi.com/journal/liquids,0
Physiologia,https://www.mdpi.com/journal/physiologia,0
Zoonotic Diseases,https://www.mdpi.com/journal/zoonoticdis,0
Hygiene,https://www.mdpi.com/journal/hygiene,0
Meteorology,https://www.mdpi.com/journal/meteorology,0
Anatomia,https://www.mdpi.com/journal/anatomia,0
Neuroglia,https://www.mdpi.com/journal/neuroglia,0
Venereology,https://www.mdpi.com/journal/venereology,0
Photochem,https://www.mdpi.com/journal/photochem,0
Onco,https://www.mdpi.com/journal/onco,0
Merits,https://www.mdpi.com/journal/merits,0
Coasts,https://www.mdpi.com/journal/coasts,0
Construction Materials,https://www.mdpi.com/journal/constrmater,0
Dance Articulated,https://www.ntnu.no/ojs/index.php/ps,0
Turkish Journal of Aquatic Sciences,https://iupress.istanbul.edu.tr/en/journal/ase/home,0
"European Journal of Investigation in Health, Psychology and Education",https://www.mdpi.com/journal/ejihpe,0
Nanomaterials,https://www.mdpi.com/journal/nanomaterials,0
